                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    316,                0.56849,                0.30765,                0.90174,                0.99256,                0.98928,                 0.9947,                0.92073,                0.43356,                0.19505,                0.81915,               0.003763,               0.003763,               0.003763
                    317,                0.56572,                 0.3033,                0.90272,                0.99256,                0.98929,                0.99471,                0.92216,                0.43302,                0.19487,                0.81897,              0.0037432,              0.0037432,              0.0037432
                    318,                0.56143,                0.30258,                0.90364,                0.99256,                0.98925,                0.99471,                0.92203,                0.43291,                0.19469,                0.81895,              0.0037234,              0.0037234,              0.0037234
                    319,                0.55616,                0.30189,                0.90335,                0.99256,                0.98938,                0.99471,                0.92233,                0.43294,                0.19468,                0.81903,              0.0037036,              0.0037036,              0.0037036
                    320,                0.56524,                0.30727,                0.90425,                0.99256,                0.98955,                0.99471,                0.92236,                0.43271,                 0.1946,                0.81893,              0.0036838,              0.0036838,              0.0036838
                    321,                0.55928,                0.30125,                0.90084,                0.99256,                0.98948,                0.99471,                0.92255,                0.43256,                0.19441,                0.81885,               0.003664,               0.003664,               0.003664
                    322,                 0.5601,                0.30331,                0.90248,                0.99299,                0.98934,                0.99471,                 0.9231,                0.43243,                0.19425,                 0.8188,              0.0036442,              0.0036442,              0.0036442
                    323,                0.56326,                0.30421,                0.90199,                0.99256,                0.98914,                0.99471,                0.92255,                0.43221,                0.19412,                0.81868,              0.0036244,              0.0036244,              0.0036244
                    324,                0.56103,                0.30367,                0.90432,                0.99242,                0.98909,                0.99471,                 0.9235,                0.43207,                0.19421,                0.81858,              0.0036046,              0.0036046,              0.0036046
                    325,                0.55724,                0.30249,                0.89962,                0.99258,                0.98909,                0.99471,                0.92343,                0.43164,                0.19411,                0.81848,              0.0035848,              0.0035848,              0.0035848
                    326,                0.55656,                0.29999,                0.89991,                0.99306,                0.98909,                0.99472,                0.92372,                0.43139,                0.19398,                0.81845,               0.003565,               0.003565,               0.003565
                    327,                0.55419,                0.29762,                0.89885,                0.99343,                0.98945,                0.99472,                0.92364,                0.43125,                0.19377,                0.81844,              0.0035452,              0.0035452,              0.0035452
                    328,                0.55964,                0.30143,                0.90222,                0.99307,                0.98909,                0.99472,                 0.9236,                0.43108,                0.19374,                 0.8184,              0.0035254,              0.0035254,              0.0035254
                    329,                0.55307,                0.29884,                0.89972,                0.99343,                0.98948,                0.99473,                0.92339,                0.43109,                0.19375,                0.81846,              0.0035056,              0.0035056,              0.0035056
                    330,                0.55886,                0.29868,                0.90508,                  0.993,                 0.9898,                0.99473,                0.92416,                0.43068,                0.19389,                0.81828,              0.0034858,              0.0034858,              0.0034858
                    331,                0.55321,                0.29705,                0.90055,                0.99343,                0.98977,                0.99474,                0.92417,                 0.4305,                0.19416,                0.81824,               0.003466,               0.003466,               0.003466
                    332,                0.55976,                0.30175,                0.90275,                0.99343,                0.98961,                0.99474,                0.92404,                0.43052,                0.19413,                0.81825,              0.0034462,              0.0034462,              0.0034462
                    333,                0.55529,                0.30048,                0.90188,                0.99343,                0.98962,                0.99474,                0.92431,                0.43021,                0.19408,                0.81811,              0.0034264,              0.0034264,              0.0034264
                    334,                0.55684,                 0.2987,                0.90107,                0.99343,                0.98946,                0.99474,                 0.9242,                   0.43,                0.19398,                0.81803,              0.0034066,              0.0034066,              0.0034066
                    335,                0.55403,                0.29672,                0.89972,                0.99343,                0.98957,                0.99474,                 0.9242,                 0.4298,                0.19386,                0.81798,              0.0033868,              0.0033868,              0.0033868
                    336,                0.54612,                0.29298,                0.89444,                0.99343,                0.98988,                0.99475,                0.92419,                0.42986,                0.19384,                0.81801,               0.003367,               0.003367,               0.003367
                    337,                 0.5487,                0.29512,                0.89621,                0.99336,                0.98997,                0.99474,                0.92425,                 0.4299,                0.19383,                  0.818,              0.0033472,              0.0033472,              0.0033472
                    338,                0.55471,                0.29665,                0.90017,                0.99342,                0.98997,                0.99474,                0.92432,                0.42979,                0.19359,                0.81797,              0.0033274,              0.0033274,              0.0033274
                    339,                0.55351,                0.29843,                0.90018,                0.99343,                0.98989,                0.99474,                0.92447,                 0.4298,                0.19397,                0.81797,              0.0033076,              0.0033076,              0.0033076
                    340,                0.54836,                0.29505,                0.89977,                  0.993,                0.98989,                0.99473,                0.92382,                0.42972,                0.19375,                0.81797,              0.0032878,              0.0032878,              0.0032878
                    341,                0.54621,                0.29535,                 0.8978,                0.99233,                0.98997,                0.99473,                0.92381,                0.42947,                0.19381,                0.81789,               0.003268,               0.003268,               0.003268
                    342,                0.54126,                0.28865,                 0.8956,                0.99218,                0.98997,                0.99474,                0.92386,                0.42927,                0.19367,                 0.8178,              0.0032482,              0.0032482,              0.0032482
                    343,                0.55262,                0.29803,                0.89862,                0.99127,                0.99041,                0.99472,                0.92398,                0.42944,                0.19388,                0.81785,              0.0032284,              0.0032284,              0.0032284
                    344,                0.55118,                 0.2963,                0.89737,                0.99127,                0.99045,                0.99473,                0.92406,                0.42945,                 0.1938,                0.81783,              0.0032086,              0.0032086,              0.0032086
                    345,                0.54584,                0.29346,                0.89797,                0.99127,                0.99048,                0.99473,                0.92444,                0.42927,                0.19377,                0.81779,              0.0031888,              0.0031888,              0.0031888
                    346,                0.54923,                0.29662,                 0.8971,                0.99263,                0.98997,                0.99473,                0.92463,                0.42913,                0.19375,                0.81774,               0.003169,               0.003169,               0.003169
                    347,                0.54588,                0.29428,                0.89574,                0.99268,                0.98997,                0.99474,                0.92446,                0.42912,                0.19353,                0.81779,              0.0031492,              0.0031492,              0.0031492
                    348,                0.54405,                0.29262,                0.89728,                 0.9929,                0.98997,                0.99473,                0.92414,                0.42908,                0.19345,                0.81769,              0.0031294,              0.0031294,              0.0031294
                    349,                0.54011,                0.28959,                0.89731,                0.99306,                0.98997,                0.99473,                0.92479,                0.42854,                 0.1933,                0.81749,              0.0031096,              0.0031096,              0.0031096
                    350,                0.54395,                0.29166,                0.89901,                0.99313,                0.98997,                0.99473,                0.92433,                0.42833,                0.19341,                0.81742,              0.0030898,              0.0030898,              0.0030898
                    351,                 0.5444,                0.29247,                0.89641,                0.99225,                0.98997,                0.99474,                0.92486,                0.42808,                0.19305,                0.81734,                0.00307,                0.00307,                0.00307
                    352,                 0.5389,                0.29018,                0.89251,                0.99266,                0.98997,                0.99474,                0.92432,                0.42777,                0.19277,                 0.8172,              0.0030502,              0.0030502,              0.0030502
                    353,                0.54115,                0.29195,                0.89329,                0.99269,                0.98997,                0.99474,                0.92446,                0.42767,                0.19258,                0.81721,              0.0030304,              0.0030304,              0.0030304
                    354,                0.53867,                0.28942,                0.89386,                0.99262,                0.98997,                0.99473,                 0.9249,                0.42764,                0.19239,                0.81722,              0.0030106,              0.0030106,              0.0030106
                    355,                0.53731,                0.28952,                0.89592,                0.99317,                0.98997,                0.99474,                 0.9245,                0.42675,                0.19221,                0.81696,              0.0029908,              0.0029908,              0.0029908
                    356,                0.53635,                0.29059,                0.89538,                0.99328,                0.98997,                0.99475,                0.92448,                0.42635,                0.19217,                0.81681,               0.002971,               0.002971,               0.002971
                    357,                0.53987,                0.29298,                0.89814,                0.99257,                0.99019,                0.99474,                0.92416,                0.42676,                0.19174,                0.81694,              0.0029512,              0.0029512,              0.0029512
                    358,                0.53944,                0.28851,                 0.8955,                0.99314,                0.98997,                0.99474,                0.92435,                0.42644,                0.19157,                0.81684,              0.0029314,              0.0029314,              0.0029314
                    359,                0.53813,                 0.2889,                0.89236,                0.99276,                0.98997,                0.99474,                0.92421,                0.42642,                0.19155,                0.81687,              0.0029116,              0.0029116,              0.0029116
                    360,                0.53526,                0.28715,                0.89267,                0.99263,                0.98997,                 0.9947,                 0.9243,                0.42585,                0.19149,                0.81661,              0.0028918,              0.0028918,              0.0028918
                    361,                0.53726,                0.28829,                0.89426,                0.99335,                0.98997,                0.99471,                0.92445,                0.42539,                0.19144,                0.81645,               0.002872,               0.002872,               0.002872
                    362,                0.53157,                0.28432,                0.89121,                0.99343,                 0.9895,                0.99472,                0.92449,                 0.4251,                0.19139,                0.81636,              0.0028522,              0.0028522,              0.0028522
                    363,                 0.5312,                0.28502,                0.89212,                0.99256,                0.98958,                0.99471,                 0.9239,                0.42546,                0.19146,                0.81651,              0.0028324,              0.0028324,              0.0028324
                    364,                  0.532,                0.28674,                 0.8894,                0.99256,                0.98958,                0.99471,                0.92394,                0.42614,                0.19153,                0.81667,              0.0028126,              0.0028126,              0.0028126
                    365,                0.53349,                0.28242,                0.89279,                0.99256,                0.98949,                0.99471,                0.92367,                0.42649,                0.19154,                0.81675,              0.0027928,              0.0027928,              0.0027928
                    366,                0.53354,                0.28713,                0.89216,                0.99256,                0.98924,                0.99471,                0.92391,                0.42616,                0.19144,                0.81668,               0.002773,               0.002773,               0.002773
                    367,                0.53211,                0.28499,                 0.8925,                0.99299,                0.98921,                0.99472,                0.92359,                0.42629,                0.19139,                0.81672,              0.0027532,              0.0027532,              0.0027532
                    368,                0.53132,                0.28372,                0.89439,                0.99299,                0.98923,                0.99472,                0.92393,                0.42667,                0.19136,                0.81679,              0.0027334,              0.0027334,              0.0027334
                    369,                0.52625,                0.28165,                0.88676,                0.99284,                0.98909,                0.99472,                0.92412,                0.42686,                 0.1915,                0.81684,              0.0027136,              0.0027136,              0.0027136
                    370,                0.53185,                 0.2848,                0.88878,                0.99279,                0.98909,                0.99471,                0.92393,                 0.4272,                0.19165,                0.81688,              0.0026938,              0.0026938,              0.0026938
                    371,                 0.5264,                0.28061,                 0.8893,                0.99275,                0.98909,                 0.9947,                0.92316,                0.42796,                0.19181,                0.81693,               0.002674,               0.002674,               0.002674
                    372,                0.52669,                0.28274,                 0.8872,                0.99402,                0.98778,                 0.9947,                0.92401,                0.42813,                0.19195,                0.81691,              0.0026542,              0.0026542,              0.0026542
                    373,                0.52314,                0.28074,                0.88797,                0.99321,                0.98909,                0.99471,                0.92477,                 0.4282,                0.19205,                0.81696,              0.0026344,              0.0026344,              0.0026344
                    374,                0.52718,                0.28301,                0.89129,                0.99346,                0.98822,                 0.9947,                0.92439,                0.42876,                0.19227,                0.81708,              0.0026146,              0.0026146,              0.0026146
                    375,                0.52312,                0.28006,                 0.8886,                0.99332,                0.98866,                 0.9947,                0.92455,                0.42877,                 0.1923,                0.81714,              0.0025948,              0.0025948,              0.0025948
                    376,                0.52463,                0.28155,                0.88768,                0.99341,                0.98866,                 0.9947,                0.92398,                0.42957,                0.19214,                0.81726,               0.002575,               0.002575,               0.002575
                    377,                 0.5195,                0.27777,                0.88361,                0.99333,                0.98866,                0.99469,                0.92369,                0.43002,                0.19234,                0.81732,              0.0025552,              0.0025552,              0.0025552
                    378,                0.51948,                0.28064,                0.88645,                0.99385,                0.98749,                0.99468,                0.92382,                0.43063,                0.19233,                0.81746,              0.0025354,              0.0025354,              0.0025354
                    379,                0.52391,                0.28034,                0.89171,                0.99385,                0.98757,                0.99468,                0.92398,                0.43079,                0.19263,                0.81743,              0.0025156,              0.0025156,              0.0025156
                    380,                0.52012,                0.27796,                0.88687,                0.99429,                0.98761,                0.99473,                 0.9237,                0.43113,                0.19262,                0.81751,              0.0024958,              0.0024958,              0.0024958
                    381,                0.52531,                0.28005,                0.88955,                0.99429,                0.98755,                0.99473,                0.92355,                0.43127,                0.19248,                0.81754,               0.002476,               0.002476,               0.002476
                    382,                0.51449,                0.27401,                0.88803,                0.99418,                0.98866,                0.99473,                0.92337,                0.43109,                0.19218,                0.81755,              0.0024562,              0.0024562,              0.0024562
                    383,                0.51823,                0.27725,                0.88699,                0.99375,                0.98866,                0.99468,                0.92283,                0.43072,                0.19192,                0.81746,              0.0024364,              0.0024364,              0.0024364
                    384,                 0.5184,                0.27587,                0.88559,                0.99386,                0.98894,                0.99469,                0.92295,                0.43056,                0.19179,                0.81733,              0.0024166,              0.0024166,              0.0024166
                    385,                0.51713,                0.27462,                0.88681,                 0.9943,                0.98862,                0.99473,                0.92274,                0.43156,                0.19216,                 0.8176,              0.0023968,              0.0023968,              0.0023968
                    386,                0.51476,                0.27732,                0.88262,                 0.9943,                0.98885,                0.99473,                0.92301,                0.43084,                0.19206,                0.81736,               0.002377,               0.002377,               0.002377
                    387,                0.51486,                0.27525,                0.88292,                 0.9943,                0.98884,                0.99473,                0.92291,                0.43139,                0.19215,                0.81745,              0.0023572,              0.0023572,              0.0023572
                    388,                0.51167,                0.27627,                0.88661,                 0.9943,                0.98859,                0.99473,                0.92293,                 0.4321,                0.19191,                0.81749,              0.0023374,              0.0023374,              0.0023374
                    389,                 0.5142,                 0.2769,                0.88682,                 0.9943,                0.98877,                0.99472,                0.92217,                0.43371,                0.19254,                 0.8179,              0.0023176,              0.0023176,              0.0023176
                    390,                0.51348,                0.27208,                0.88343,                 0.9943,                0.98879,                0.99471,                 0.9223,                0.43441,                0.19242,                0.81803,              0.0022978,              0.0022978,              0.0022978
                    391,                0.51069,                0.27162,                0.88427,                 0.9943,                0.98872,                0.99472,                0.92247,                0.43357,                0.19219,                0.81775,               0.002278,               0.002278,               0.002278
                    392,                0.51599,                0.27444,                  0.886,                 0.9943,                0.98879,                0.99472,                0.92273,                0.43371,                0.19215,                0.81774,              0.0022582,              0.0022582,              0.0022582
                    393,                0.51284,                0.27217,                0.88461,                0.99429,                0.98844,                0.99472,                0.92219,                0.43356,                0.19199,                0.81764,              0.0022384,              0.0022384,              0.0022384
                    394,                0.51352,                0.27513,                0.88519,                0.99473,                 0.9884,                0.99472,                0.92261,                0.43383,                0.19209,                0.81763,              0.0022186,              0.0022186,              0.0022186
                    395,                0.50897,                0.27062,                0.88373,                0.99473,                0.98824,                0.99472,                0.92234,                0.43506,                0.19262,                0.81792,              0.0021988,              0.0021988,              0.0021988
                    396,                0.50135,                0.26668,                0.88164,                0.99429,                0.98851,                0.99471,                0.92192,                0.43698,                0.19372,                0.81838,               0.002179,               0.002179,               0.002179
                    397,                0.50802,                 0.2687,                 0.8864,                0.99403,                0.98822,                0.99471,                0.92178,                0.43758,                0.19389,                 0.8185,              0.0021592,              0.0021592,              0.0021592
                    398,                0.50779,                0.27176,                0.88297,                0.99386,                0.98825,                0.99471,                0.92129,                0.43907,                0.19466,                0.81888,              0.0021394,              0.0021394,              0.0021394
                    399,                0.50698,                0.27029,                0.88542,                0.99392,                0.98822,                 0.9947,                 0.9212,                0.44017,                 0.1949,                0.81915,              0.0021196,              0.0021196,              0.0021196
                    400,                0.50425,                0.26713,                0.88175,                0.99384,                0.98822,                0.99471,                0.92098,                0.44034,                0.19502,                0.81929,              0.0020998,              0.0020998,              0.0020998
                    401,                0.49971,                0.26618,                 0.8823,                0.99394,                0.98822,                0.99471,                0.92136,                 0.4392,                0.19477,                  0.819,                0.00208,                0.00208,                0.00208
                    402,                0.50412,                0.26931,                0.88615,                  0.994,                0.98822,                 0.9947,                 0.9222,                0.43827,                 0.1943,                0.81882,              0.0020602,              0.0020602,              0.0020602
                    403,                0.49613,                0.26501,                0.87842,                0.99473,                0.98822,                0.99471,                0.92266,                0.43613,                0.19321,                 0.8182,              0.0020404,              0.0020404,              0.0020404
                    404,                0.50354,                0.26777,                0.88265,                0.99471,                0.98822,                0.99472,                0.92317,                0.43511,                0.19279,                0.81798,              0.0020206,              0.0020206,              0.0020206
                    405,                0.50148,                0.26919,                0.88046,                0.99469,                0.98822,                0.99472,                 0.9232,                0.43498,                0.19285,                0.81792,              0.0020008,              0.0020008,              0.0020008
                    406,                0.49916,                0.26468,                0.88141,                0.99473,                 0.9881,                0.99471,                0.92376,                0.43587,                0.19313,                0.81816,               0.001981,               0.001981,               0.001981
                    407,                0.49528,                0.26341,                0.87735,                0.99473,                0.98798,                0.99471,                0.92333,                0.43691,                 0.1933,                0.81847,              0.0019612,              0.0019612,              0.0019612
                    408,                0.50168,                0.26543,                0.88064,                0.99395,                0.98778,                0.99471,                0.92295,                0.43797,                0.19387,                 0.8188,              0.0019414,              0.0019414,              0.0019414
                    409,                 0.4932,                0.26306,                0.87855,                0.99396,                0.98778,                0.99471,                0.92269,                  0.438,                 0.1937,                 0.8188,              0.0019216,              0.0019216,              0.0019216
                    410,                 0.4897,                0.26278,                0.87799,                0.99405,                0.98778,                0.99471,                0.92266,                0.43791,                0.19383,                0.81888,              0.0019018,              0.0019018,              0.0019018
                    411,                0.49441,                0.26327,                0.88123,                0.99421,                0.98778,                0.99471,                0.92264,                0.43757,                0.19353,                 0.8188,               0.001882,               0.001882,               0.001882
                    412,                0.49813,                0.26549,                0.88317,                0.99429,                0.98771,                0.99471,                 0.9232,                0.43699,                0.19376,                0.81864,              0.0018622,              0.0018622,              0.0018622
                    413,                0.49654,                0.26395,                0.88062,                0.99473,                0.98739,                0.99473,                0.92326,                0.43607,                  0.193,                0.81839,              0.0018424,              0.0018424,              0.0018424
                    414,                0.49047,                0.26101,                0.87755,                0.99472,                0.98715,                0.99472,                0.92342,                0.43685,                0.19346,                0.81855,              0.0018226,              0.0018226,              0.0018226
                    415,                0.49282,                0.26214,                0.87804,                0.99472,                0.98711,                0.99471,                0.92325,                0.43757,                0.19387,                0.81869,              0.0018028,              0.0018028,              0.0018028
                    416,                  0.492,                0.26166,                0.87528,                0.99472,                0.98693,                0.99471,                0.92334,                0.43869,                0.19421,                0.81896,               0.001783,               0.001783,               0.001783
                    417,                0.48796,                 0.2597,                0.87674,                0.99472,                 0.9871,                0.99471,                0.92322,                0.43808,                0.19404,                 0.8187,              0.0017632,              0.0017632,              0.0017632
                    418,                0.49188,                0.26214,                0.87897,                0.99472,                0.98677,                 0.9947,                0.92247,                0.43974,                0.19489,                0.81923,              0.0017434,              0.0017434,              0.0017434
                    419,                0.48895,                0.25822,                0.87621,                0.99385,                0.98715,                0.99469,                0.92265,                 0.4405,                0.19555,                0.81939,              0.0017236,              0.0017236,              0.0017236
                    420,                0.48613,                0.25853,                0.87511,                0.99373,                0.98691,                0.99469,                0.92222,                0.44075,                0.19554,                0.81956,              0.0017038,              0.0017038,              0.0017038
                    421,                0.48834,                0.25765,                0.87779,                0.99455,                0.98647,                0.99469,                 0.9224,                0.44034,                0.19546,                0.81941,               0.001684,               0.001684,               0.001684
                    422,                0.48858,                 0.2598,                0.87661,                0.99463,                0.98647,                0.99469,                0.92304,                0.44016,                0.19569,                0.81936,              0.0016642,              0.0016642,              0.0016642
                    423,                0.48115,                0.25514,                0.87685,                0.99464,                0.98647,                0.99468,                0.92273,                0.44015,                0.19577,                 0.8193,              0.0016444,              0.0016444,              0.0016444
                    424,                0.48417,                0.25628,                0.87547,                0.99511,                0.98647,                0.99469,                0.92353,                0.43899,                0.19557,                0.81899,              0.0016246,              0.0016246,              0.0016246
                    425,                0.48857,                0.25908,                0.87971,                0.99467,                0.98647,                0.99469,                0.92302,                0.43977,                0.19601,                0.81918,              0.0016048,              0.0016048,              0.0016048
                    426,                0.48354,                0.25539,                0.87625,                0.99513,                0.98647,                0.99469,                 0.9236,                0.43939,                0.19602,                0.81911,               0.001585,               0.001585,               0.001585
                    427,                0.48437,                0.25521,                0.87903,                0.99513,                0.98647,                 0.9947,                 0.9235,                0.43823,                0.19578,                0.81874,              0.0015652,              0.0015652,              0.0015652
                    428,                0.48075,                0.25692,                0.87316,                0.99567,                0.98647,                0.99469,                0.92299,                0.43888,                0.19586,                0.81898,              0.0015454,              0.0015454,              0.0015454
                    429,                0.47699,                 0.2516,                0.87502,                0.99525,                0.98647,                0.99468,                 0.9225,                0.44081,                0.19653,                0.81947,              0.0015256,              0.0015256,              0.0015256
                    430,                0.47816,                0.25252,                0.87387,                0.99472,                0.98628,                0.99466,                0.92236,                0.44145,                0.19715,                0.81972,              0.0015058,              0.0015058,              0.0015058
                    431,                0.47351,                0.25064,                0.87195,                0.99437,                0.98604,                0.99459,                0.92253,                0.44183,                0.19728,                0.81976,               0.001486,               0.001486,               0.001486
                    432,                0.47012,                0.24866,                0.87277,                0.99428,                0.98622,                0.99458,                0.92206,                0.44312,                0.19751,                 0.8202,              0.0014662,              0.0014662,              0.0014662
                    433,                0.47235,                0.24796,                0.87227,                0.99388,                0.98604,                0.99458,                0.92053,                0.44618,                0.19846,                 0.8211,              0.0014464,              0.0014464,              0.0014464
                    434,                0.47696,                0.25196,                0.87187,                 0.9934,                0.98604,                0.99458,                0.91951,                0.44807,                0.19924,                0.82151,              0.0014266,              0.0014266,              0.0014266
                    435,                0.47399,                0.24761,                0.87322,                0.99366,                0.98517,                0.99457,                0.92023,                0.44863,                0.19953,                0.82169,              0.0014068,              0.0014068,              0.0014068
                    436,                0.46939,                 0.2496,                0.87278,                0.99371,                0.98473,                0.99451,                0.91949,                 0.4491,                0.19997,                 0.8218,               0.001387,               0.001387,               0.001387
                    437,                0.47079,                 0.2481,                0.87225,                0.99358,                0.98473,                 0.9945,                0.91917,                0.45099,                0.20095,                0.82237,              0.0013672,              0.0013672,              0.0013672
                    438,                0.47146,                 0.2481,                0.87211,                0.99346,                0.98429,                0.99453,                0.91854,                0.45287,                0.20187,                0.82289,              0.0013474,              0.0013474,              0.0013474
                    439,                0.46904,                0.24604,                0.86879,                0.99383,                0.98456,                0.99451,                0.91907,                0.45193,                0.20142,                0.82254,              0.0013276,              0.0013276,              0.0013276
                    440,                 0.4658,                0.24549,                0.86978,                0.99382,                0.98429,                 0.9945,                0.91918,                0.45123,                0.20122,                0.82231,              0.0013078,              0.0013078,              0.0013078
                    441,                0.47091,                0.24893,                 0.8702,                 0.9934,                0.98442,                 0.9945,                0.91893,                0.45129,                0.20142,                 0.8223,               0.001288,               0.001288,               0.001288
                    442,                0.46502,                0.24645,                0.86875,                0.99346,                0.98429,                0.99447,                0.91849,                0.45237,                0.20224,                 0.8226,              0.0012682,              0.0012682,              0.0012682
                    443,                0.46457,                0.24618,                0.87063,                0.99398,                0.98429,                0.99447,                0.91929,                0.45078,                0.20141,                0.82202,              0.0012484,              0.0012484,              0.0012484
                    444,                0.46564,                0.24684,                0.86959,                0.99471,                0.98429,                0.99451,                0.92076,                 0.4482,                0.20057,                0.82119,              0.0012286,              0.0012286,              0.0012286
                    445,                0.46433,                0.24497,                0.86943,                0.99471,                0.98434,                0.99452,                   0.92,                0.44758,                 0.2005,                  0.821,              0.0012088,              0.0012088,              0.0012088
                    446,                0.46311,                0.24587,                0.87036,                0.99515,                0.98393,                0.99451,                0.92013,                0.44695,                0.20032,                0.82073,               0.001189,               0.001189,               0.001189
                    447,                0.46185,                0.24262,                0.86992,                 0.9948,                0.98429,                 0.9945,                0.92113,                0.44565,                0.20033,                0.82032,              0.0011692,              0.0011692,              0.0011692
                    448,                0.45756,                0.24156,                0.86953,                0.99512,                0.98429,                 0.9945,                0.92024,                0.44624,                0.20072,                0.82056,              0.0011494,              0.0011494,              0.0011494
                    449,                0.46289,                0.24407,                0.86982,                0.99463,                0.98429,                 0.9945,                0.92059,                0.44495,                0.20045,                0.82017,              0.0011296,              0.0011296,              0.0011296
                    450,                0.45894,                0.24322,                0.87071,                0.99453,                0.98429,                 0.9945,                0.92107,                0.44506,                0.20082,                0.82022,              0.0011098,              0.0011098,              0.0011098
                    451,                0.46067,                0.24173,                0.86814,                0.99402,                 0.9856,                0.99461,                0.92195,                0.44268,                0.19987,                0.81947,                0.00109,                0.00109,                0.00109
                    452,                0.45318,                0.23956,                0.86856,                0.99384,                0.98538,                0.99461,                0.92184,                0.44413,                 0.2003,                0.81993,              0.0010702,              0.0010702,              0.0010702
                    453,                0.45661,                0.23983,                0.86754,                0.99471,                0.98438,                0.99451,                 0.9209,                0.44499,                0.20087,                0.82018,              0.0010504,              0.0010504,              0.0010504
                    454,                0.45729,                0.23974,                0.86833,                0.99471,                 0.9841,                0.99451,                0.92103,                0.44577,                0.20113,                 0.8204,              0.0010306,              0.0010306,              0.0010306
